time_s,r_0.0_cm,r_0.1_cm,r_0.2_cm,r_0.3_cm,r_0.4_cm,r_0.5_cm,r_0.6_cm,r_0.7_cm,r_0.8_cm,r_0.9_cm,r_1.0_cm,r_1.1_cm,r_1.2_cm,r_1.3_cm,r_1.4_cm,r_1.5_cm,r_1.6_cm,r_1.7_cm,r_1.8_cm,r_1.9_cm,r_2.0_cm
491,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999301,2.5499999999975436,2.5499999999508685,2.5499999991649593,2.549999988184025,2.5499998612864645,2.5499986498093197,2.5499890997114516,2.5499269323465041,2.5495925726305737,2.5481050240368535,2.5426194998710292,2.5257927629460655,2.4825979822083437,2.3889147325168989,2.2148011789209994,1.9316975318640228
492,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.549999999999923,2.5499999999974206,2.5499999999486742,2.5499999991324938,2.5499999877888091,2.549999857338733,2.5499986175222813,2.5499888838702294,2.5499257546255825,2.5495873345936655,2.5480860584953491,2.5425636584480893,2.5256591443900422,2.4823381515132832,2.3885041888844141,2.2142758200372996,1.9311606560334311
493,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999146,2.5499999999972918,2.5499999999463903,2.5499999990989002,2.5499999873819865,2.5499998532945498,2.5499985845915156,2.5499886646008894,2.5499245624630404,2.5495820490317787,2.5480669732422498,2.5425075948464309,2.5255252487422513,2.4820781659739888,2.3880938344590161,2.2137510416510935,1.93062449440573
494,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999999066,2.549999999997155,2.5499999999440148,2.5499999990641449,2.5499999869632721,2.5499998491520266,2.549998551007314,2.5499884418656618,2.5499233557524965,2.5495767157494607,2.5480477681306706,2.5424513093687877,2.5253910770898016,2.4818180269621659,2.3876836694876373,2.2132268420293091,1.9300890443100467
495,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999998981,2.5499999999970133,2.5499999999415435,2.5499999990281914,2.5499999865323684,2.5499998449091956,2.5499985167595169,2.5499882156247047,2.5499221343796208,2.5495713345263487,2.5480284429516855,2.5423948022009832,2.5252566303689452,2.4815577357584848,2.3872736943132948,2.2127032197572136,1.9295543034782765
496,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999998888,2.5499999999968646,2.5499999999389722,2.5499999989910052,2.5499999860889733,2.5499998405640585,2.5499984818378603,2.5499879858379222,2.5499208982298338,2.5495659051425585,2.5480089974984419,2.5423380735311918,2.5251219095142261,2.4812972936363815,2.3868639092738198,2.2121801734260571,1.9290202696593985
497,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999998786,2.5499999999967091,2.5499999999362992,2.5499999989525479,2.5499999856327786,2.5499998361145839,2.5499984462319687,2.5499877524649666,2.5499196471883012,2.5495604273786898,2.5479894315661493,2.5422811235499183,2.524986915458459,2.4810367018621018,2.3864543147019122,2.2116577016329222,1.9284869406184613
498,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999998697,2.549999999996547,2.5499999999335201,2.5499999989127833,2.54999998516347,2.5499998315587149,2.5499984099313582,2.5499875154652365,2.5499183811399408,2.549554901015826,2.5479697449520771,2.5422239524499761,2.5248516491327244,2.4807759616947385,2.3860449109251922,2.2111358029805692,1.927954314135768
499,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999998595,2.5499999999963769,2.5499999999306309,2.5499999988716708,2.5499999846807264,2.5499998268943589,2.549998372925435,2.5499872747978798,2.5499170999694281,2.5495493258355477,2.5479499374555452,2.5421665604264554,2.5247161114663532,2.4805150743862736,2.3856356982662503,2.2106144760773025,1.9274223880062118
500,2.5499999999999994,2.5499999999999998,2.5499999999999998,2.5499999999999998,2.5499999999998488,2.5499999999961993,2.5499999999276275,2.5499999988291711,2.54999998418422,2.5499998221193945,2.5499983352034943,2.549987030421792,2.5499158035612011,2.549543701619934,2.5479300088779242,2.5421089476767018,2.5245803033869123,2.4802540411816212,2.3852266770427035,2.2100937195368431,1.9268911600387191
